Date,Ingredient,Demand,Waste,Unit_Price,Stock_Level,Day_of_Week,Month,Year,Is_Weekend,Is_Holiday,Waste_Percentage
2024-02-17,Mustard,112,5,7.28,136,5,2,2024,1,0,4.464285714285714
2024-02-18,Mustard,107,4,6.68,130,6,2,2024,1,0,3.7383177570093453
2024-02-19,Mustard,98,6,14.06,128,0,2,2024,0,0,6.122448979591836
2024-02-20,Mustard,77,5,12.68,100,1,2,2024,0,0,6.493506493506493
2024-02-21,Mustard,73,2,12.57,82,2,2,2024,0,0,2.73972602739726
2024-02-22,Mustard,81,3,10.67,93,3,2,2024,0,0,3.7037037037037033
2024-02-23,Mustard,85,4,9.26,96,4,2,2024,0,0,4.705882352941177
2024-02-24,Mustard,82,4,9.53,99,5,2,2024,1,0,4.878048780487805
2024-02-25,Mustard,99,6,8.19,110,6,2,2024,1,0,6.0606060606060606
2024-02-26,Mustard,66,1,11.16,74,0,2,2024,0,0,1.5151515151515151
2024-02-27,Mustard,68,3,2.14,85,1,2,2024,0,0,4.411764705882353
2024-02-28,Mustard,83,4,12.88,93,2,2,2024,0,0,4.819277108433735
2024-02-29,Mustard,60,3,5.6,71,3,2,2024,0,0,5.0
2024-03-01,Mustard,83,2,12.43,94,4,3,2024,0,0,2.4096385542168677
2024-03-02,Mustard,104,4,3.46,127,5,3,2024,1,0,3.8461538461538463
2024-03-03,Mustard,102,6,5.44,117,6,3,2024,1,0,5.88235294117647
2024-03-04,Mustard,68,3,9.6,77,0,3,2024,0,0,4.411764705882353
2024-03-05,Mustard,82,1,8.38,103,1,3,2024,0,0,1.2195121951219512
2024-03-06,Mustard,93,4,14.74,117,2,3,2024,0,0,4.301075268817205
2024-03-07,Mustard,92,6,14.96,113,3,3,2024,0,0,6.521739130434782
2024-03-08,Mustard,86,5,6.71,112,4,3,2024,0,0,5.813953488372093
2024-03-09,Mustard,90,5,10.64,115,5,3,2024,1,0,5.555555555555555
2024-03-10,Mustard,86,3,12.92,97,6,3,2024,1,0,3.488372093023256
2024-03-11,Mustard,81,3,9.94,91,0,3,2024,0,0,3.7037037037037033
2024-03-12,Mustard,81,3,5.15,105,1,3,2024,0,0,3.7037037037037033
2024-03-13,Mustard,90,3,2.02,103,2,3,2024,0,0,3.3333333333333335
2024-03-14,Mustard,86,3,6.16,97,3,3,2024,0,0,3.488372093023256
2024-03-15,Mustard,76,5,12.54,91,4,3,2024,0,0,6.578947368421052
2024-03-16,Mustard,101,7,7.17,114,5,3,2024,1,0,6.9306930693069315
2024-03-17,Mustard,100,2,12.34,119,6,3,2024,1,0,2.0
2024-03-18,Mustard,64,3,2.64,79,0,3,2024,0,0,4.6875
2024-03-19,Mustard,88,7,3.58,105,1,3,2024,0,0,7.954545454545454
2024-03-20,Mustard,80,5,3.06,94,2,3,2024,0,0,6.25
2024-03-21,Mustard,79,4,14.66,96,3,3,2024,0,0,5.063291139240507
2024-03-22,Mustard,85,2,11.18,96,4,3,2024,0,0,2.3529411764705883
2024-03-23,Mustard,96,3,11.51,122,5,3,2024,1,0,3.125
2024-03-24,Mustard,88,5,4.34,97,6,3,2024,1,0,5.681818181818182
2024-03-25,Mustard,86,5,9.42,100,0,3,2024,0,0,5.813953488372093
2024-03-26,Mustard,79,5,8.19,94,1,3,2024,0,0,6.329113924050633
2024-03-27,Mustard,65,4,7.07,84,2,3,2024,0,0,6.153846153846154
2024-03-28,Mustard,92,3,10.05,105,3,3,2024,0,0,3.260869565217391
2024-03-29,Mustard,82,3,4.3,99,4,3,2024,0,0,3.6585365853658534
2024-03-30,Mustard,98,5,6.71,122,5,3,2024,1,0,5.1020408163265305
2024-03-31,Mustard,109,4,4.51,129,6,3,2024,1,0,3.669724770642202
2024-04-01,Mustard,63,4,8.76,78,0,4,2024,0,0,6.349206349206349
2024-04-02,Mustard,85,6,11.59,96,1,4,2024,0,0,7.0588235294117645
2024-04-03,Mustard,80,4,9.94,98,2,4,2024,0,0,5.0
2024-04-04,Mustard,71,3,12.69,80,3,4,2024,0,0,4.225352112676056
2024-04-05,Mustard,74,4,12.27,85,4,4,2024,0,0,5.405405405405405
2024-04-06,Mustard,87,5,4.07,97,5,4,2024,1,0,5.747126436781609
2024-04-07,Mustard,80,5,8.24,88,6,4,2024,1,0,6.25
2024-04-08,Mustard,71,3,9.52,91,0,4,2024,0,0,4.225352112676056
2024-04-09,Mustard,88,6,12.25,113,1,4,2024,0,0,6.8181818181818175
2024-04-10,Mustard,82,3,6.2,104,2,4,2024,0,0,3.6585365853658534
2024-04-11,Mustard,69,3,11.95,82,3,4,2024,0,0,4.3478260869565215
2024-04-12,Mustard,63,5,11.44,75,4,4,2024,0,0,7.936507936507936
2024-04-13,Mustard,96,5,7.84,118,5,4,2024,1,0,5.208333333333334
2024-04-14,Mustard,99,3,14.79,124,6,4,2024,1,0,3.0303030303030303
2024-04-15,Mustard,95,6,8.61,105,0,4,2024,0,0,6.315789473684211
2024-04-16,Mustard,84,4,5.1,108,1,4,2024,0,0,4.761904761904762
2024-04-17,Mustard,72,5,6.08,80,2,4,2024,0,0,6.944444444444445
2024-04-18,Mustard,88,4,6.96,110,3,4,2024,0,0,4.545454545454546
2024-04-19,Mustard,87,5,11.38,109,4,4,2024,0,0,5.747126436781609
2024-04-20,Mustard,108,7,9.17,126,5,4,2024,1,0,6.481481481481481
2024-04-21,Mustard,102,3,11.21,119,6,4,2024,1,0,2.941176470588235
2024-04-22,Mustard,78,4,7.74,99,0,4,2024,0,0,5.128205128205128
2024-04-23,Mustard,81,5,6.87,95,1,4,2024,0,0,6.172839506172839
2024-04-24,Mustard,93,3,8.19,108,2,4,2024,0,0,3.225806451612903
2024-04-25,Mustard,93,4,14.43,116,3,4,2024,0,0,4.301075268817205
2024-04-26,Mustard,74,5,7.31,92,4,4,2024,0,0,6.756756756756757
2024-04-27,Mustard,88,5,11.24,109,5,4,2024,1,0,5.681818181818182
2024-04-28,Mustard,112,5,10.02,132,6,4,2024,1,0,4.464285714285714
2024-04-29,Mustard,87,1,8.38,103,0,4,2024,0,0,1.1494252873563218
2024-04-30,Mustard,78,3,3.63,92,1,4,2024,0,0,3.8461538461538463
2024-05-01,Mustard,71,3,14.81,89,2,5,2024,0,0,4.225352112676056
2024-05-02,Mustard,76,4,4.31,95,3,5,2024,0,0,5.263157894736842
2024-05-03,Mustard,67,5,4.64,76,4,5,2024,0,0,7.462686567164178
2024-05-04,Mustard,100,5,7.45,117,5,5,2024,1,0,5.0
2024-05-05,Mustard,97,4,5.67,124,6,5,2024,1,0,4.123711340206185
2024-05-06,Mustard,86,5,11.27,97,0,5,2024,0,0,5.813953488372093
2024-05-07,Mustard,80,5,4.49,92,1,5,2024,0,0,6.25
2024-05-08,Mustard,78,3,2.92,88,2,5,2024,0,0,3.8461538461538463
2024-05-09,Mustard,75,3,12.76,89,3,5,2024,0,0,4.0
2024-05-10,Mustard,73,4,10.03,89,4,5,2024,0,0,5.47945205479452
2024-05-11,Mustard,85,7,10.42,109,5,5,2024,1,0,8.235294117647058
2024-05-12,Mustard,100,8,11.82,122,6,5,2024,1,0,8.0
2024-05-13,Mustard,78,5,11.87,98,0,5,2024,0,0,6.41025641025641
2024-05-14,Mustard,80,5,6.39,97,1,5,2024,0,0,6.25
2024-05-15,Mustard,73,4,2.96,84,2,5,2024,0,0,5.47945205479452
2024-05-16,Mustard,69,4,12.86,89,3,5,2024,0,0,5.797101449275362
2024-05-17,Mustard,75,4,7.25,92,4,5,2024,0,0,5.333333333333334
2024-05-18,Mustard,87,4,2.0,104,5,5,2024,1,0,4.597701149425287
2024-05-19,Mustard,92,6,14.44,111,6,5,2024,1,0,6.521739130434782
2024-05-20,Mustard,77,3,11.58,97,0,5,2024,0,0,3.896103896103896
2024-05-21,Mustard,74,2,9.97,91,1,5,2024,0,0,2.7027027027027026
2024-05-22,Mustard,80,3,10.24,98,2,5,2024,0,0,3.75
2024-05-23,Mustard,74,4,9.7,96,3,5,2024,0,0,5.405405405405405
2024-05-24,Mustard,83,5,9.55,94,4,5,2024,0,0,6.024096385542169
2024-05-25,Mustard,78,3,14.35,94,5,5,2024,1,0,3.8461538461538463
2024-05-26,Mustard,96,5,8.64,114,6,5,2024,1,0,5.208333333333334
2024-05-27,Mustard,66,3,7.92,74,0,5,2024,0,0,4.545454545454546
2024-05-28,Mustard,77,4,8.79,92,1,5,2024,0,0,5.194805194805195
2024-05-29,Mustard,78,3,5.98,95,2,5,2024,0,0,3.8461538461538463
2024-05-30,Mustard,73,3,13.31,87,3,5,2024,0,0,4.10958904109589
2024-05-31,Mustard,64,2,11.67,72,4,5,2024,0,0,3.125
2024-06-01,Mustard,88,4,14.76,104,5,6,2024,1,0,4.545454545454546
2024-06-02,Mustard,90,5,3.04,109,6,6,2024,1,0,5.555555555555555
2024-06-03,Mustard,71,4,3.71,89,0,6,2024,0,0,5.633802816901409
2024-06-04,Mustard,80,5,14.68,95,1,6,2024,0,0,6.25
2024-06-05,Mustard,83,5,9.83,99,2,6,2024,0,0,6.024096385542169
2024-06-06,Mustard,73,4,14.29,93,3,6,2024,0,0,5.47945205479452
2024-06-07,Mustard,65,3,5.32,73,4,6,2024,0,0,4.615384615384616
2024-06-08,Mustard,75,4,5.96,86,5,6,2024,1,0,5.333333333333334
2024-06-09,Mustard,76,3,2.11,92,6,6,2024,1,0,3.9473684210526314
2024-06-10,Mustard,71,5,9.75,90,0,6,2024,0,0,7.042253521126761
2024-06-11,Mustard,74,3,14.76,96,1,6,2024,0,0,4.054054054054054
2024-06-12,Mustard,71,4,8.07,89,2,6,2024,0,0,5.633802816901409
2024-06-13,Mustard,61,4,12.09,68,3,6,2024,0,0,6.557377049180328
2024-06-14,Mustard,70,2,9.57,90,4,6,2024,0,0,2.857142857142857
2024-06-15,Mustard,91,3,2.23,102,5,6,2024,1,0,3.296703296703297
2024-06-16,Mustard,78,6,11.34,97,6,6,2024,1,0,7.6923076923076925
2024-06-17,Mustard,74,2,3.13,86,0,6,2024,0,0,2.7027027027027026
2024-06-18,Mustard,71,4,3.16,83,1,6,2024,0,0,5.633802816901409
2024-06-19,Mustard,54,2,8.23,65,2,6,2024,0,0,3.7037037037037033
2024-06-20,Mustard,80,5,13.76,96,3,6,2024,0,0,6.25
2024-06-21,Mustard,75,5,9.59,96,4,6,2024,0,0,6.666666666666667
2024-06-22,Mustard,80,4,10.73,102,5,6,2024,1,0,5.0
2024-06-23,Mustard,90,5,10.79,110,6,6,2024,1,0,5.555555555555555
2024-06-24,Mustard,73,4,12.75,89,0,6,2024,0,0,5.47945205479452
2024-06-25,Mustard,57,2,8.13,71,1,6,2024,0,0,3.508771929824561
2024-06-26,Mustard,68,4,2.33,81,2,6,2024,0,0,5.88235294117647
2024-06-27,Mustard,65,2,10.55,83,3,6,2024,0,0,3.076923076923077
2024-06-28,Mustard,82,5,7.09,94,4,6,2024,0,0,6.097560975609756
2024-06-29,Mustard,84,5,3.01,94,5,6,2024,1,0,5.952380952380952
2024-06-30,Mustard,74,4,2.77,89,6,6,2024,1,0,5.405405405405405
2024-07-01,Mustard,96,4,8.24,116,0,7,2024,0,1,4.166666666666666
2024-07-02,Mustard,99,3,8.4,128,1,7,2024,0,1,3.0303030303030303
2024-07-03,Mustard,91,4,6.23,116,2,7,2024,0,1,4.395604395604396
2024-07-04,Mustard,99,8,12.71,119,3,7,2024,0,1,8.080808080808081
2024-07-05,Mustard,95,6,8.47,110,4,7,2024,0,1,6.315789473684211
2024-07-06,Mustard,135,7,10.2,162,5,7,2024,1,1,5.185185185185185
2024-07-07,Mustard,122,3,7.36,142,6,7,2024,1,1,2.459016393442623
2024-07-08,Mustard,64,3,12.14,80,0,7,2024,0,0,4.6875
2024-07-09,Mustard,62,3,8.19,68,1,7,2024,0,0,4.838709677419355
2024-07-10,Mustard,65,4,13.82,75,2,7,2024,0,0,6.153846153846154
2024-07-11,Mustard,68,2,14.85,76,3,7,2024,0,0,2.941176470588235
2024-07-12,Mustard,63,6,4.6,77,4,7,2024,0,0,9.523809523809524
2024-07-13,Mustard,73,4,5.67,93,5,7,2024,1,0,5.47945205479452
2024-07-14,Mustard,74,3,4.51,94,6,7,2024,1,0,4.054054054054054
2024-07-15,Mustard,49,2,3.85,58,0,7,2024,0,0,4.081632653061225
2024-07-16,Mustard,59,1,5.76,66,1,7,2024,0,0,1.694915254237288
2024-07-17,Mustard,63,4,8.93,79,2,7,2024,0,0,6.349206349206349
2024-07-18,Mustard,59,3,3.8,73,3,7,2024,0,0,5.084745762711865
2024-07-19,Mustard,54,5,5.61,67,4,7,2024,0,0,9.25925925925926
2024-07-20,Mustard,75,2,10.42,97,5,7,2024,1,0,2.666666666666667
2024-07-21,Mustard,76,3,11.15,95,6,7,2024,1,0,3.9473684210526314
2024-07-22,Mustard,58,4,11.19,69,0,7,2024,0,0,6.896551724137931
2024-07-23,Mustard,59,5,5.51,68,1,7,2024,0,0,8.47457627118644
2024-07-24,Mustard,48,3,7.76,53,2,7,2024,0,0,6.25
2024-07-25,Mustard,59,4,2.31,77,3,7,2024,0,0,6.779661016949152
2024-07-26,Mustard,60,3,5.01,75,4,7,2024,0,0,5.0
2024-07-27,Mustard,76,4,11.1,89,5,7,2024,1,0,5.263157894736842
2024-07-28,Mustard,77,2,2.33,96,6,7,2024,1,0,2.5974025974025974
2024-07-29,Mustard,55,3,6.6,66,0,7,2024,0,0,5.454545454545454
2024-07-30,Mustard,48,1,3.9,60,1,7,2024,0,0,2.083333333333333
2024-07-31,Mustard,61,4,5.44,69,2,7,2024,0,0,6.557377049180328
2024-08-01,Mustard,54,2,7.64,66,3,8,2024,0,0,3.7037037037037033
2024-08-02,Mustard,61,4,13.96,75,4,8,2024,0,0,6.557377049180328
2024-08-03,Mustard,72,3,5.14,92,5,8,2024,1,0,4.166666666666666
2024-08-04,Mustard,73,4,8.8,92,6,8,2024,1,0,5.47945205479452
2024-08-05,Mustard,59,4,9.72,71,0,8,2024,0,0,6.779661016949152
2024-08-06,Mustard,51,3,10.19,57,1,8,2024,0,0,5.88235294117647
2024-08-07,Mustard,51,2,3.28,57,2,8,2024,0,0,3.9215686274509802
2024-08-08,Mustard,66,2,12.94,80,3,8,2024,0,0,3.0303030303030303
2024-08-09,Mustard,51,2,14.46,65,4,8,2024,0,0,3.9215686274509802
2024-08-10,Mustard,69,4,7.15,83,5,8,2024,1,0,5.797101449275362
2024-08-11,Mustard,70,4,11.19,91,6,8,2024,1,0,5.714285714285714
2024-08-12,Mustard,60,3,10.18,74,0,8,2024,0,0,5.0
2024-08-13,Mustard,55,1,8.88,65,1,8,2024,0,0,1.8181818181818181
2024-08-14,Mustard,53,4,11.63,67,2,8,2024,0,0,7.547169811320755
2024-08-15,Mustard,52,2,2.94,64,3,8,2024,0,0,3.8461538461538463
2024-08-16,Mustard,55,3,13.94,72,4,8,2024,0,0,5.454545454545454
2024-08-17,Mustard,75,5,8.57,89,5,8,2024,1,0,6.666666666666667
2024-08-18,Mustard,69,3,13.65,87,6,8,2024,1,0,4.3478260869565215
2024-08-19,Mustard,59,2,8.63,69,0,8,2024,0,0,3.389830508474576
2024-08-20,Mustard,54,3,7.69,68,1,8,2024,0,0,5.555555555555555
2024-08-21,Mustard,61,4,5.11,75,2,8,2024,0,0,6.557377049180328
2024-08-22,Mustard,58,3,3.37,66,3,8,2024,0,0,5.172413793103448
2024-08-23,Mustard,65,4,11.75,74,4,8,2024,0,0,6.153846153846154
2024-08-24,Mustard,64,3,2.79,82,5,8,2024,1,0,4.6875
2024-08-25,Mustard,68,4,14.34,87,6,8,2024,1,0,5.88235294117647
2024-08-26,Mustard,57,3,10.79,67,0,8,2024,0,0,5.263157894736842
2024-08-27,Mustard,62,4,8.25,71,1,8,2024,0,0,6.451612903225806
2024-08-28,Mustard,58,3,14.43,74,2,8,2024,0,0,5.172413793103448
2024-08-29,Mustard,53,2,7.12,65,3,8,2024,0,0,3.7735849056603774
2024-08-30,Mustard,60,2,12.44,74,4,8,2024,0,0,3.3333333333333335
2024-08-31,Mustard,61,1,10.99,73,5,8,2024,1,0,1.639344262295082
2024-09-01,Mustard,73,4,11.63,89,6,9,2024,1,0,5.47945205479452
2024-09-02,Mustard,59,3,5.95,71,0,9,2024,0,0,5.084745762711865
2024-09-03,Mustard,56,3,4.18,66,1,9,2024,0,0,5.357142857142857
2024-09-04,Mustard,61,3,13.42,72,2,9,2024,0,0,4.918032786885246
2024-09-05,Mustard,50,4,12.53,57,3,9,2024,0,0,8.0
2024-09-06,Mustard,65,4,11.01,76,4,9,2024,0,0,6.153846153846154
2024-09-07,Mustard,53,2,8.42,62,5,9,2024,1,0,3.7735849056603774
2024-09-08,Mustard,69,4,13.67,87,6,9,2024,1,0,5.797101449275362
2024-09-09,Mustard,50,2,13.27,55,0,9,2024,0,0,4.0
2024-09-10,Mustard,52,2,13.66,66,1,9,2024,0,0,3.8461538461538463
2024-09-11,Mustard,54,0,7.33,61,2,9,2024,0,0,0.0
2024-09-12,Mustard,54,1,13.01,62,3,9,2024,0,0,1.8518518518518516
2024-09-13,Mustard,52,2,6.91,58,4,9,2024,0,0,3.8461538461538463
2024-09-14,Mustard,69,2,14.71,87,5,9,2024,1,0,2.898550724637681
2024-09-15,Mustard,69,4,11.5,81,6,9,2024,1,0,5.797101449275362
2024-09-16,Mustard,52,3,12.55,59,0,9,2024,0,0,5.769230769230769
2024-09-17,Mustard,51,3,3.75,59,1,9,2024,0,0,5.88235294117647
2024-09-18,Mustard,56,2,3.25,66,2,9,2024,0,0,3.571428571428571
2024-09-19,Mustard,66,2,12.39,81,3,9,2024,0,0,3.0303030303030303
2024-09-20,Mustard,67,4,3.67,76,4,9,2024,0,0,5.970149253731343
2024-09-21,Mustard,78,4,13.96,100,5,9,2024,1,0,5.128205128205128
2024-09-22,Mustard,65,4,11.35,79,6,9,2024,1,0,6.153846153846154
2024-09-23,Mustard,56,2,11.59,63,0,9,2024,0,0,3.571428571428571
2024-09-24,Mustard,52,2,10.34,63,1,9,2024,0,0,3.8461538461538463
2024-09-25,Mustard,56,4,6.31,70,2,9,2024,0,0,7.142857142857142
2024-09-26,Mustard,58,3,8.82,69,3,9,2024,0,0,5.172413793103448
2024-09-27,Mustard,61,2,11.35,74,4,9,2024,0,0,3.278688524590164
2024-09-28,Mustard,68,3,4.27,79,5,9,2024,1,0,4.411764705882353
2024-09-29,Mustard,78,6,13.38,88,6,9,2024,1,0,7.6923076923076925
2024-09-30,Mustard,56,3,3.76,63,0,9,2024,0,0,5.357142857142857
2024-10-01,Mustard,54,2,3.1,65,1,10,2024,0,0,3.7037037037037033
2024-10-02,Mustard,62,3,2.42,70,2,10,2024,0,0,4.838709677419355
2024-10-03,Mustard,64,3,9.75,77,3,10,2024,0,0,4.6875
2024-10-04,Mustard,55,3,5.48,70,4,10,2024,0,0,5.454545454545454
2024-10-05,Mustard,64,4,8.02,78,5,10,2024,1,0,6.25
2024-10-06,Mustard,85,2,11.71,105,6,10,2024,1,0,2.3529411764705883
2024-10-07,Mustard,48,3,6.07,62,0,10,2024,0,0,6.25
2024-10-08,Mustard,68,5,2.51,80,1,10,2024,0,0,7.352941176470589
2024-10-09,Mustard,64,1,7.81,72,2,10,2024,0,0,1.5625
2024-10-10,Mustard,66,2,2.63,83,3,10,2024,0,0,3.0303030303030303
2024-10-11,Mustard,70,3,12.06,82,4,10,2024,0,0,4.285714285714286
2024-10-12,Mustard,69,3,12.37,76,5,10,2024,1,0,4.3478260869565215
2024-10-13,Mustard,81,4,5.44,102,6,10,2024,1,0,4.938271604938271
2024-10-14,Mustard,60,4,9.13,72,0,10,2024,0,0,6.666666666666667
2024-10-15,Mustard,56,3,5.23,66,1,10,2024,0,0,5.357142857142857
2024-10-16,Mustard,53,2,13.84,66,2,10,2024,0,0,3.7735849056603774
2024-10-17,Mustard,70,5,7.01,90,3,10,2024,0,0,7.142857142857142
2024-10-18,Mustard,53,2,14.75,62,4,10,2024,0,0,3.7735849056603774
2024-10-19,Mustard,70,4,2.35,82,5,10,2024,1,0,5.714285714285714
2024-10-20,Mustard,72,4,9.03,92,6,10,2024,1,0,5.555555555555555
2024-10-21,Mustard,51,1,2.69,61,0,10,2024,0,0,1.9607843137254901
2024-10-22,Mustard,62,3,9.82,76,1,10,2024,0,0,4.838709677419355
2024-10-23,Mustard,57,2,2.51,69,2,10,2024,0,0,3.508771929824561
2024-10-24,Mustard,65,2,14.61,72,3,10,2024,0,0,3.076923076923077
2024-10-25,Mustard,63,3,6.22,72,4,10,2024,0,0,4.761904761904762
2024-10-26,Mustard,75,3,7.64,98,5,10,2024,1,0,4.0
2024-10-27,Mustard,59,2,8.87,71,6,10,2024,1,0,3.389830508474576
2024-10-28,Mustard,64,3,10.37,81,0,10,2024,0,0,4.6875
2024-10-29,Mustard,60,4,12.4,69,1,10,2024,0,0,6.666666666666667
2024-10-30,Mustard,53,2,7.22,67,2,10,2024,0,0,3.7735849056603774
2024-10-31,Mustard,57,3,12.25,65,3,10,2024,0,0,5.263157894736842
2024-11-01,Mustard,62,4,9.98,76,4,11,2024,0,0,6.451612903225806
2024-11-02,Mustard,71,3,8.67,91,5,11,2024,1,0,4.225352112676056
2024-11-03,Mustard,86,4,3.44,106,6,11,2024,1,0,4.651162790697675
2024-11-04,Mustard,69,3,10.83,89,0,11,2024,0,0,4.3478260869565215
2024-11-05,Mustard,62,4,11.03,74,1,11,2024,0,0,6.451612903225806
2024-11-06,Mustard,69,3,6.75,88,2,11,2024,0,0,4.3478260869565215
2024-11-07,Mustard,62,2,4.85,71,3,11,2024,0,0,3.225806451612903
2024-11-08,Mustard,60,4,2.92,76,4,11,2024,0,0,6.666666666666667
2024-11-09,Mustard,70,3,3.71,80,5,11,2024,1,0,4.285714285714286
2024-11-10,Mustard,76,5,7.8,92,6,11,2024,1,0,6.578947368421052
2024-11-11,Mustard,65,3,9.48,74,0,11,2024,0,0,4.615384615384616
2024-11-12,Mustard,60,1,10.65,66,1,11,2024,0,0,1.6666666666666667
2024-11-13,Mustard,54,3,6.59,67,2,11,2024,0,0,5.555555555555555
2024-11-14,Mustard,64,4,6.05,74,3,11,2024,0,0,6.25
2024-11-15,Mustard,65,4,6.78,73,4,11,2024,0,0,6.153846153846154
2024-11-16,Mustard,79,3,12.78,99,5,11,2024,1,0,3.79746835443038
2024-11-17,Mustard,90,4,11.62,109,6,11,2024,1,0,4.444444444444445
2024-11-18,Mustard,59,3,8.07,73,0,11,2024,0,0,5.084745762711865
2024-11-19,Mustard,67,3,6.16,86,1,11,2024,0,0,4.477611940298507
2024-11-20,Mustard,70,6,3.46,81,2,11,2024,0,0,8.571428571428571
2024-11-21,Mustard,59,2,12.92,76,3,11,2024,0,0,3.389830508474576
2024-11-22,Mustard,68,4,11.28,85,4,11,2024,0,0,5.88235294117647
2024-11-23,Mustard,70,2,4.99,90,5,11,2024,1,0,2.857142857142857
2024-11-24,Mustard,92,34,4.37,119,6,11,2024,1,0,36.95652173913043
2024-11-25,Mustard,68,3,6.16,88,0,11,2024,0,0,4.411764705882353
2024-11-26,Mustard,57,3,3.78,65,1,11,2024,0,0,5.263157894736842
2024-11-27,Mustard,64,2,13.97,79,2,11,2024,0,0,3.125
2024-11-28,Mustard,69,3,9.49,90,3,11,2024,0,0,4.3478260869565215
2024-11-29,Mustard,66,3,8.5,83,4,11,2024,0,0,4.545454545454546
2024-11-30,Mustard,80,7,10.11,102,5,11,2024,1,0,8.75
2024-12-01,Mustard,101,6,11.6,129,6,12,2024,1,0,5.9405940594059405
2024-12-02,Mustard,86,6,13.98,108,0,12,2024,0,0,6.976744186046512
2024-12-03,Mustard,80,3,7.53,92,1,12,2024,0,0,3.75
2024-12-04,Mustard,68,3,14.67,81,2,12,2024,0,0,4.411764705882353
2024-12-05,Mustard,78,5,7.82,95,3,12,2024,0,0,6.41025641025641
2024-12-06,Mustard,83,5,11.83,94,4,12,2024,0,0,6.024096385542169
2024-12-07,Mustard,83,5,4.39,100,5,12,2024,1,0,6.024096385542169
2024-12-08,Mustard,97,4,2.63,108,6,12,2024,1,0,4.123711340206185
2024-12-09,Mustard,80,4,11.62,93,0,12,2024,0,0,5.0
2024-12-10,Mustard,73,1,11.85,85,1,12,2024,0,0,1.36986301369863
2024-12-11,Mustard,70,4,14.99,90,2,12,2024,0,0,5.714285714285714
2024-12-12,Mustard,79,7,8.6,100,3,12,2024,0,0,8.860759493670885
2024-12-13,Mustard,82,5,10.73,97,4,12,2024,0,0,6.097560975609756
2024-12-14,Mustard,71,6,5.06,89,5,12,2024,1,0,8.450704225352112
2024-12-15,Mustard,132,12,6.35,155,6,12,2024,1,1,9.090909090909092
2024-12-16,Mustard,118,7,4.07,150,0,12,2024,0,1,5.932203389830509
2024-12-17,Mustard,128,9,12.63,156,1,12,2024,0,1,7.03125
2024-12-18,Mustard,123,4,7.24,149,2,12,2024,0,1,3.2520325203252036
2024-12-19,Mustard,128,5,8.35,153,3,12,2024,0,1,3.90625
2024-12-20,Mustard,103,3,4.62,122,4,12,2024,0,1,2.912621359223301
2024-12-21,Mustard,123,5,4.23,143,5,12,2024,1,1,4.0650406504065035
2024-12-22,Mustard,151,4,7.28,190,6,12,2024,1,1,2.6490066225165565
2024-12-23,Mustard,112,8,10.08,133,0,12,2024,0,1,7.142857142857142
2024-12-24,Mustard,87,5,7.23,107,1,12,2024,0,1,5.747126436781609
2024-12-25,Mustard,125,11,6.66,146,2,12,2024,0,1,8.799999999999999
2024-12-26,Mustard,118,8,6.67,146,3,12,2024,0,1,6.779661016949152
2024-12-27,Mustard,113,5,13.23,145,4,12,2024,0,1,4.424778761061947
2024-12-28,Mustard,142,7,10.25,180,5,12,2024,1,1,4.929577464788732
2024-12-29,Mustard,109,7,11.29,131,6,12,2024,1,1,6.422018348623854
2024-12-30,Mustard,113,7,14.8,144,0,12,2024,0,1,6.1946902654867255
2024-12-31,Mustard,117,5,6.44,147,1,12,2024,0,1,4.273504273504273
2025-01-01,Mustard,89,5,11.65,104,2,1,2025,0,0,5.617977528089887
2023-01-01,Vinegar,58,4,14.29,72,6,1,2023,1,0,6.896551724137931
2023-01-02,Vinegar,42,2,2.73,50,0,1,2023,0,0,4.761904761904762
2023-01-03,Vinegar,41,3,3.27,52,1,1,2023,0,0,7.317073170731707
2023-01-04,Vinegar,36,2,10.85,46,2,1,2023,0,0,5.555555555555555
2023-01-05,Vinegar,48,2,7.84,62,3,1,2023,0,0,4.166666666666666
2023-01-06,Vinegar,45,2,13.6,57,4,1,2023,0,0,4.444444444444445
2023-01-07,Vinegar,48,2,13.64,53,5,1,2023,1,0,4.166666666666666
2023-01-08,Vinegar,50,2,11.16,60,6,1,2023,1,0,4.0
2023-01-09,Vinegar,39,1,2.11,46,0,1,2023,0,0,2.564102564102564
2023-01-10,Vinegar,46,2,6.57,51,1,1,2023,0,0,4.3478260869565215
2023-01-11,Vinegar,43,2,3.47,50,2,1,2023,0,0,4.651162790697675
2023-01-12,Vinegar,41,3,2.03,48,3,1,2023,0,0,7.317073170731707
2023-01-13,Vinegar,37,1,9.68,42,4,1,2023,0,0,2.7027027027027026
2023-01-14,Vinegar,48,3,11.0,57,5,1,2023,1,0,6.25
2023-01-15,Vinegar,53,2,9.77,64,6,1,2023,1,0,3.7735849056603774
2023-01-16,Vinegar,39,2,12.4,45,0,1,2023,0,0,5.128205128205128
2023-01-17,Vinegar,32,2,10.4,41,1,1,2023,0,0,6.25
2023-01-18,Vinegar,46,1,5.3,56,2,1,2023,0,0,2.1739130434782608
2023-01-19,Vinegar,38,2,5.51,45,3,1,2023,0,0,5.263157894736842
2023-01-20,Vinegar,39,3,6.85,46,4,1,2023,0,0,7.6923076923076925
2023-01-21,Vinegar,49,2,3.81,61,5,1,2023,1,0,4.081632653061225
